Date,Close/Last,Volume,Open,High,Low
06/02/2022,129.36,619763,125.42,129.36,124.82
06/01/2022,125.87,567436,127.71,128.5883,124.96
05/31/2022,126.94,672292,127.10,128.03,125.19
05/27/2022,127.19,512084,124.44,127.19,124.41
05/26/2022,123.14,818766,119.46,123.769,119.42
05/25/2022,119.81,788535,117.59,120.66,117.45
05/24/2022,118.17,1019026,118.485,118.73,116.11
05/23/2022,120.69,969533,119.22,120.86,118.20
05/20/2022,118.78,1309984,120.56,120.84,115.28
05/19/2022,119.10,768818,118.99,121.07,118.30
05/18/2022,119.88,914515,124.06,124.26,119.23
05/17/2022,125.99,721124,125.22,126.08,123.64
05/16/2022,122.86,796201,123.48,124.31,122.22
05/13/2022,124.09,785757,121.62,124.59,120.99
05/12/2022,119.83,1553193,118.26,121.62,117.2299
05/11/2022,120.11,2259831,122.76,125.0396,119.69
05/10/2022,123.81,3152276,125.27,125.68,121.9901
05/09/2022,122.38,1415544,124.81,125.84,121.65
05/06/2022,127.27,1470381,128.01,129.54,125.51
05/05/2022,128.99,1386518,133.69,133.75,127.38
05/04/2022,135.64,1487831,131.35,135.83,129.13
05/03/2022,131.24,1757977,130.92,132.06,130.00
05/02/2022,131.06,1521267,128.70,131.07,127.38
04/29/2022,128.94,1200401,133.10,134.52,128.60
04/28/2022,134.95,962132,132.39,135.67,130.64
04/27/2022,130.36,2493038,130.45,132.74,129.56
04/26/2022,130.49,1116333,134.73,134.73,130.35
04/25/2022,135.60,797040,133.18,135.68,132.62
04/22/2022,133.85,732063,137.46,138.00,133.66
04/21/2022,137.51,423962,142.07,143.05,137.07
04/20/2022,140.36,517766,142.83,142.92,139.84
04/19/2022,142.41,449047,139.04,142.64,138.69
04/18/2022,139.39,482408,138.79,140.25,138.115
04/14/2022,139.21,409337,142.53,142.61,139.11
04/13/2022,142.47,574521,139.75,142.86,139.48
04/12/2022,139.63,1009548,142.16,142.92,139.05
04/11/2022,140.34,678252,141.77,142.165,140.08
04/08/2022,143.66,667956,144.89,145.21,143.38
04/07/2022,145.62,714871,144.95,146.5597,143.41
04/06/2022,145.24,1162823,146.36,146.68,144.20
04/05/2022,148.52,484632,151.35,151.55,148.13
04/04/2022,151.87,486861,149.21,151.90,149.0702
04/01/2022,148.84,453476,149.22,149.52,147.49
03/31/2022,148.97,715021,151.07,151.17,148.76
03/30/2022,151.05,541745,151.96,152.54,150.3799
03/29/2022,152.67,2558348,151.84,152.92,150.62
03/28/2022,150.03,637944,147.80,150.11,147.31
03/25/2022,147.82,442551,147.92,148.31,145.9802
